GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSM3603467,36.4M,18.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579346,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c83,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579346/SRR8579346.fastq.gz,e6b86cc2ecd6dcb97186347e3cb76cda,N
GSM3603468,52.9M,23.6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579347,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c84,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579347/SRR8579347.fastq.gz,da9b4bd338820e45aabc200cb2ffbbf9,N
GSM3603469,71M,31.6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579348,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c85,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579348/SRR8579348.fastq.gz,efb3661fa518bda1b3361855aaf89c15,N
GSM3603470,10.3M,4.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579349,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c86,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579349/SRR8579349.fastq.gz,304f1196a8374808ffd8be493e6933e6,N
GSM3603471,4.6M,2.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579350,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c87,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579350/SRR8579350.fastq.gz,2217e5e8e27616529e746955b05ea711,N
GSM3603472,25.7M,12.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579351,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c88,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579351/SRR8579351.fastq.gz,087e50afd50107d4714ef6a58f479bf0,N
GSM3603473,53.9M,24Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579352,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c89,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579352/SRR8579352.fastq.gz,94705d04afe102e1c3c1ce00eec6ca11,N
GSM3603474,6.7M,3.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579353,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c90,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579353/SRR8579353.fastq.gz,6cb9b5ef795c1c3b1d6868ae763c7316,N
GSM3603475,31.2M,14Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579354,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c91,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579354/SRR8579354.fastq.gz,21fce5bce32d51ceb8b5bdac986edc55,N
GSM3603476,36.4M,19.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579355,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c92,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579355/SRR8579355.fastq.gz,c0ef6b3a8d2af2dcc738b9fc5267e797,N
GSM3603477,42.8M,19.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579356,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c93,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579356/SRR8579356.fastq.gz,193c9bef01d7a7cf4cbfedc889ce078d,N
GSM3603478,57.7M,25.7Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579357,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c94,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579357/SRR8579357.fastq.gz,eb20a3e8e526ee3ce479d9a8c581a4cd,N
GSM3603479,59.5M,26.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579358,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c95,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579358/SRR8579358.fastq.gz,153759308bf330c01f31147fac8c2a44,N
GSM3603480,42.1M,21.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579359,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c96,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579359/SRR8579359.fastq.gz,638e4e22fb7fefab266cf4bbc6c5b468,N
GSM3603481,21.9G,10.2Gb,Illumina HiSeq 2000,PAIRED,RRBS,Homo sapiens,Weill Cornell Medicine,"SRR8579360,SRR8579361,SRR8579362,SRR8579363",CLL patient 4 time-point 1 stand-alone MscRRBS;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 1,CLL04,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579360/SRR8579360_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579360/SRR8579360_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579361/SRR8579361_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579361/SRR8579361_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579362/SRR8579362_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579362/SRR8579362_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579363/SRR8579363_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579363/SRR8579363_2.fastq.gz","52d45b24b5745401d9553242655accf7,9be94cfea91de98c26710f266f532530,c5aa1bbb08956129cfb6f282305c1600,67ce17e350c8aa34c812b9c5ae21fc05,20c346e0f4ea3700893c16b69ba5b55f,88f621830088e0507961ab76f96d0ccc,822e5b1d9724a7867150521dc45134d5,76c4c570ac736f9dfad656a2a5fb6b91",96.34
GSM3603483,16G,6.2Gb,Illumina HiSeq 2000,PAIRED,RRBS,Homo sapiens,Weill Cornell Medicine,"SRR8579368,SRR8579369,SRR8579370,SRR8579371",CLL patient 4 time-point 2 Dual Protocol MscRRBS;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_MscRRBS,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579368/SRR8579368_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579368/SRR8579368_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579369/SRR8579369_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579369/SRR8579369_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579370/SRR8579370_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579370/SRR8579370_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579371/SRR8579371_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579371/SRR8579371_2.fastq.gz","d20f57ff5d71a83510e0dcdbbbfb82d4,8e5e5f595272cc22d42a03d947d62031,d18236d63e7d1340ff3d50925fc10585,cdfdbd855732724b8796f41a8ea0e60d,cfac1d5b2bda4674f2945327fd66e19f,c3d19639e4093a98303d90835bb00b07,decbbd2be98eb2c4cfda6c1120846b34,faa7e7c41979966b5bc14a210357f771",96.83
GSM3603580,25.4M,12.6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579468,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c1,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579468/SRR8579468.fastq.gz,b61f6a51d560fa9cf67ab1abeced7754,N
GSM3603581,27.5M,13.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579469,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c2,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579469/SRR8579469.fastq.gz,86fd559ad75d0f3f353ba66f69353921,N
GSM3603582,8.9M,5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579470,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c3,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579470/SRR8579470.fastq.gz,4a067116c71af2d2955a26fb0e1b1d34,N
GSM3603583,18.2M,9.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579471,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c4,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579471/SRR8579471.fastq.gz,4be6f3a66beb3076a386b7125564f6bd,N
GSM3603584,23.1M,11.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579472,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c5,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579472/SRR8579472.fastq.gz,246c117b92c84c9590bc3183b127e7b5,N
GSM3603585,31.2M,15.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579473,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c6,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579473/SRR8579473.fastq.gz,4120e7330a61828f4831a788c9936bf9,N
GSM3603586,20.1M,10.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579474,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c7,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579474/SRR8579474.fastq.gz,be7b020553b3a4d2fec5d32e04695017,N
GSM3603587,26.3M,13Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579475,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c8,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579475/SRR8579475.fastq.gz,ef963ba4f568b471d753a44aacd5963b,N
GSM3603588,23M,11.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579476,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c9,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579476/SRR8579476.fastq.gz,51e0db8cd48b0adf80422fc0bc8909d1,N
GSM3603589,34.2M,17Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579477,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c10,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579477/SRR8579477.fastq.gz,0e63e197d8bdc512ff0fadee477f4146,N
GSM3603590,24.6M,13.7Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579478,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c11,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579478/SRR8579478.fastq.gz,008a2c1b42a780bc6f27e834050fb5c9,N
GSM3603591,23.7M,11.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579479,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c12,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579479/SRR8579479.fastq.gz,cbe3244acfed278b14ecab379ea1ede2,N
GSM3603592,20.3M,10.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579480,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c13,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579480/SRR8579480.fastq.gz,f20adeba83554efe6bd757b6de6e8f4b,N
GSM3603593,10.9M,5.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579481,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c14,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579481/SRR8579481.fastq.gz,9b40fda99eeb8ec377b63131e3a5b14e,N
GSM3603594,14.5M,8.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579482,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c15,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579482/SRR8579482.fastq.gz,63a61ac527f4b9006b9cd2201124eab8,N
GSM3603595,10M,5.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579483,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c16,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579483/SRR8579483.fastq.gz,fb09811638a434aa028d211ea908c855,N
GSM3603596,8.5M,4.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579484,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c17,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579484/SRR8579484.fastq.gz,6214a7dc1ca8479690a50f32876272cb,N
GSM3603597,31.9M,16.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579485,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c18,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579485/SRR8579485.fastq.gz,ca004952c6d8a99a3e492cbafe50e588,N
GSM3603598,12.3M,7.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579486,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c19,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579486/SRR8579486.fastq.gz,2b1bc3bed70f16be389f0c325f3b32d5,N
GSM3603599,18.7M,11.6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579487,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c20,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579487/SRR8579487.fastq.gz,8584b5119b492e78b0271e2d92d449f9,N
GSM3603600,32.3M,16.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579488,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c21,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579488/SRR8579488.fastq.gz,042a9b482f0f507f1fe1ee731e4994c6,N
GSM3603601,27.9M,13.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579489,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c22,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579489/SRR8579489.fastq.gz,1801c0cd92efca23b0a2cb4d131acdcf,N
GSM3603602,19M,10.7Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579490,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c23,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579490/SRR8579490.fastq.gz,e92a59946420b17f6f540c707cc3a3d4,N
GSM3603603,11.9M,6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579491,CLL patient 4 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 4;time point: time-point 2,CLL04_T1_Dual_RNA_c24,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579491/SRR8579491.fastq.gz,63aec9d1f2347cc3ff565f251606993f,N
